CVE_ENT,corrupcion,inseguridad,servicios,violencia,sobrepoblacion_rel,ddhh,presup_pi,interno_pt,indice
7,0.8985179957657005,1.0,0.3198610582953382,0.7099905332260361,0.9517431392874679,0.13039485766758574,0.12000311024523769,0.9765583742256545,0.6476520762042681
8,0.7100514164734337,0.6756113891042344,0.7333379009391692,0.5832377428658524,0.9341753505373998,0.6385937295028206,0.4307482197874136,0.19256689088202794,0.6202069779065522
10,0.76063618318767,0.8271992367130319,0.36566667945015463,0.6806201095823086,0.8628403077090949,0.4318181818181821,0.07359690742073544,0.02392968555247843,0.5376444147084252
11,0.038770053475929656,0.2799470799666606,0.17780413279455887,0.7756684778516726,0.9063778711331769,1.0,1.0,1.0,0.622576042086913
14,0.727424368792174,0.8997526893432182,0.24080545736267445,0.9619035191511067,0.6632385836652299,0.5071931435567806,0.6523019816128469,0.10042592033122111,0.6301182524236891
15,0.46803788102988886,0.7557933337728681,0.5675805618563186,1.0,0.0,0.2359198041016224,0.3619863067376258,0.0,0.4619193396950513
17,0.805912992161235,0.6268477286522451,0.6669206101671297,0.0,0.7623438267226799,0.5163758800122441,0.48413822440825194,0.7331142073330326,0.5570221769869681
18,0.5118469527714369,0.6495028821773499,0.6158402098666005,0.7394318848573782,0.6576736319493699,0.6732476277930829,0.40573921848783956,0.155184427683021,0.5695481509385703
20,0.021596944822443342,0.0,0.0,0.6664427509590036,0.9662011020786732,0.16345270890725438,0.381974914294823,0.5478561210773305,0.3173270744483878
25,0.8400889630247423,0.8768059764606397,1.0,0.7890729271630337,1.0,0.033516988062442854,0.0,0.009651987222531244,0.5818879269288819
26,0.0,0.7972237695933053,0.9314003119879564,0.8128514649790055,0.941758961209013,0.3212427303336398,0.5181008025484292,0.09956849134719525,0.538780551445152
27,1.0,0.9221364881860954,0.7540741122226089,0.8997302042211226,0.9011402695182498,0.0,0.48753677760480163,0.7718467659928336,0.7147397963949321
30,0.7348208934581129,0.5935894232597828,0.7656355265592271,0.7533825834960222,0.943150199137978,0.15610651974288337,0.2877729537010185,0.10050740788872858,0.5453915217222154
