CVE_ENT,P8_2_1,P8_2_2,P8_2_3,P8_3_01,P8_3_02,P8_3_03,P8_3_04,P8_3_05,P8_3_06,P8_3_07,P8_3_08,P8_3_09,P8_3_10,P8_3_11,P8_3_12,P8_3_13,P8_3_14,P8_3_15,P8_3_16,P8_3_17,P8_3_18,P8_7,P8_9_1,P8_9_2,P8_9_3,P8_9_4,P8_9_5,P8_9_6,P8_9_7,FAC_PER,corrupcion,corrupcion_n,P7_47_1,P7_47_2,P7_47_3,P7_47_4,P7_47_5,P7_47_6,P7_49_1_2,P7_49_2_2,P7_49_3_2,P7_49_4_2,P7_49_5_2,P7_49_6_2,P7_49_1_3,P7_49_2_3,P7_49_3_3,P7_49_4_3,P7_49_5_3,P7_49_6_3,P7_49_1_4,P7_49_2_4,P7_49_3_4,P7_49_4_4,P7_49_5_4,P7_49_6_4,FAC_PER,inseguridad,inseguridad_n,P6_2,P6_3,P6_4,P6_6,P6_5_1,P6_13_1,P6_17_1,P6_5_2,P6_13_2,P6_17_2,P6_5_3,P6_13_3,P6_17_3,P6_5_4,P6_13_4,P6_17_4,P6_7_1,P6_9_1,P6_11_1,P6_15_1,P6_7_2,P6_9_2,P6_11_2,P6_15_2,P6_7_3,P6_9_3,P6_11_3,P6_15_3,FAC_PER,servicios,servicios_n,indice_enpol
1,6.13228132988436,2.453134002836066,4.2927076663602115,0.0,0.24512884121500417,1.225644206075021,2.452764884698861,1.1041871398791336,1.1041871398791336,0.12256442060750208,0.12256442060750208,0.12293353874470703,0.3680623799597112,0.9808844829972216,1.47114216542723,1.961768965994443,0.7361247599194224,0.6135603393119203,4.537098271300806,0.6135603393119203,1.1041871398791336,6.992077864822903,0.3680623799597112,0.36769326182250633,0.24512884121500417,0.0,0.0,0.0,0.12256442060750208,,39.860013203316946,0.06605222443989153,45.02174535804587,3.066694342147986,7.728940861016738,10.302424575637069,2.08470250473915,0.3680623799597112,9.81511983830471,0.8586891805269247,5.888998079355378,4.905898887534927,0.7361247599194224,0.24512884121500417,0.4906268005672133,0.0,0.6146676937235352,0.3680623799597112,0.0,0.0,0.4906268005672133,0.0,0.12256442060750208,0.12256442060750208,0.12256442060750208,0.0,,93.35420654504307,0.7609380334685336,1.2263824423494174,4.661508282594283,0.7357556417822094,0.0,5.274330385631787,4.782227112515759,56.183966468620596,0.8586891805269151,0.2451288412150015,99.50974231757,0.3676932618225023,2.8193507921097223,84.7820794652608,1.7159018885050104,3.1874131720694288,98.16005721833866,25.759568061395743,8.584677096445908,4.29307678449737,10.916354033086048,58.50863016065384,39.86628821164885,7.481966429115612,15.823729393169717,15.327934938681642,83.80414792736124,25.266357433868098,0.4913650368416178,,660.6343219776778,0.3391042100893276,0.39861694518123564
2,2.1866698726318483,1.2941356224142901,1.5826144907369202,0.06829252680445314,0.16521229582772406,0.1388217947053862,0.47956722581412187,0.9020694144747337,0.34265383612829664,0.06501024671752428,0.02862724221881781,0.1310660324254975,0.0,0.26660554704395484,0.20711432150983933,0.23693276583468809,0.03638300449870648,0.16193001574079524,0.4699064889349863,0.1938395380465419,0.7419447068158621,2.650655970130853,0.13002049343504857,0.2524442903944655,0.143295276898346,0.09915651011975085,0.24245178701809686,0.17415926021364375,0.0,,13.391580577535192,0.019483944884357954,14.009650516382411,1.8767949666863788,4.706210383318437,6.178308673022053,1.5421860066394324,0.2845364856615374,4.140800480362371,0.5585527123173017,2.2572562408720658,2.013271426464514,0.48147563083366324,0.06829252680445035,0.10656718973156716,0.0,0.17073131701112587,0.0,0.0,0.0,0.07561685606978268,0.0,0.09140074783985845,0.0,0.0,0.0,,38.56165216001695,0.2216122188624469,23.830290303087622,30.234286686198274,3.745736544244445,0.0363830044987066,4.839295764057827,39.19911944262659,89.68372392477008,0.514759028206799,3.0938604276221073,95.59944436493852,0.8542438856542104,41.32182567805625,80.51210615477166,0.30403409053311126,7.458529440728433,92.26424554985596,31.51552038125636,18.65042256697949,10.965132698569558,12.690646197082318,63.99551053340575,54.6636295803306,15.86550784458391,21.46245922053536,28.483932627606766,73.19847841780307,36.17932729068744,0.619865992524515,,881.7823176412157,0.7837189954807585,0.25318226459487364
3,10.721607076053868,5.168943863620163,5.548883683710852,0.6713958791433758,1.0065032596333279,0.5699160134254831,2.0654020573000347,1.8433488593108776,2.2372294953073952,0.4559328107403865,1.228808555601655,0.7853790818284726,1.7918823414618004,1.3234461937542101,1.6722380293748376,2.6131419514920426,2.973493454341515,2.7391639810521924,3.203604601451159,2.2650667239427364,1.387880558662642,10.393119124258199,0.5357010673169555,1.1176559076174915,1.1681641061741523,3.821868380652215,0.4559328107403865,5.4518481643520955,0.6338858682417643,,75.85144390056229,0.12937516577191277,45.559754679648314,7.385359974860764,7.76485523869693,11.904630177046045,2.5626640935310996,0.9814965856989292,4.205617028573912,2.6315438462862497,2.4448773672985964,1.537950942864797,1.0426358858142781,0.21546306840299137,0.5574126764582844,0.341949608055293,0.21546306840299137,0.22796640537019533,0.22796640537019533,0.11398320268509766,0.4434294737731867,0.341949608055293,0.11398320268509766,0.22796640537019533,0.22796640537019533,0.11398320268509766,,91.39086855300403,0.7416128008016495,13.913338403931371,2.6716631090194682,4.3828643192762,0.1139832026850979,6.221898658796066,26.545705463734553,11.129835843084091,2.3521255726210386,4.578245261237709,96.71899318658089,4.829088248356918,46.79115076822832,83.38871347280387,1.4817816349062722,8.940103738171691,85.88076077042956,20.31473559368466,14.195890451884424,9.810442371602894,15.522939639832863,58.725954967865576,43.916189698735714,11.821819408169732,34.91449882897483,24.9799988158445,60.47403187444137,26.25366021939867,0.42454841933279663,,721.2949619436312,0.4610615325567816,0.44060749314078124
4,2.4770797914001648,0.590326874129085,1.3021587429969759,0.2372772896226302,0.35878228436143556,0.2430099894776108,0.2372772896226302,0.23154458976764955,0.23154458976764955,0.1215049947388054,0.11577229488382478,0.0,0.1215049947388054,0.11577229488382478,0.11577229488382478,0.833336863606696,0.35304958450645496,0.8218714638967348,0.9433764586355402,0.4688218793902797,0.5845941742741045,2.2398025017775347,1.1806537482581705,0.9433764586355402,0.833336863606696,0.8161387640417541,0.2430099894776108,0.4688218793902797,0.11577229488382478,,17.345291239656138,0.026440061477979032,33.08459064400126,3.889278129425984,2.3326439972414375,4.821189188351563,0.8276041637517153,0.0,1.6265448282285278,0.11577229488382478,0.9261783590705983,0.6946337693029487,0.23154458976764955,0.0,0.11577229488382478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,48.665752258909336,0.32106737436411864,1.9795944127349534,3.6290700403833793,1.5107725333446806,0.0,7.640971462332311,41.21172329622225,11.987606071438533,3.9419907259049656,1.0419506539544077,99.0508908415095,0.9261783590705847,37.82566324531649,70.67730857989737,4.752396790091727,2.6684954821829114,96.09925647086412,14.476151262548608,8.768912614111422,3.8434165305860835,7.565328066433352,73.07203518869339,27.262697998463914,5.944515938059835,13.1625271198417,20.542172195347224,73.81938155447534,16.119894190342045,0.5845941742740959,,650.1054957984253,0.317936160258868,0.2025902063886127
5,0.1890745910313506,0.0,0.09012067447788498,0.0,0.0,0.0,0.0,0.09012067447788498,0.0,0.0,0.0,0.1890745910313506,0.09012067447788498,0.0,0.0,0.09012067447788498,0.09012067447788498,0.0,0.09012067447788498,0.09012067447788498,0.0,0.1890745910313506,0.0,0.0,0.2791952655092356,0.1890745910313506,0.09012067447788498,0.5608562500690558,0.0,,2.3173152755267736,0.0,9.634133351057002,0.5760570151696256,1.2319653778177275,1.112879258062517,0.0,0.09895391655346444,1.2294996587671427,0.4859363406917417,0.5672237730940449,0.560856250069049,0.0,0.09895391655346444,0.0901206744778839,0.0901206744778839,0.1802413489557678,0.0901206744778839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16.047062230225198,0.0,0.9262703860817593,2.8978972780004897,0.5481212040190605,0.09258639352846906,11.376611105805562,46.95140958178698,89.20695177251436,0.8587476338562053,0.27775918058540716,93.51740794608632,0.1915403100819341,53.05029783220757,76.74686031898933,0.09012067447788444,0.37424737808828756,86.94997882459414,5.511667852390576,3.414858332223077,0.8499143917806249,8.387400673203977,24.46719511187806,6.590514790808974,2.024626344372213,16.445045333227704,3.582364635128854,93.09845232855714,2.745185289398221,0.7484947561765751,,631.9225276598498,0.28137957084707943,0.05627591416941589
6,1.5882053392044067,1.1246628220098471,1.338647790537186,1.076130146485102,0.6411555909400577,0.5198791258516307,0.5198791258516307,0.4193666892803928,0.05633660865707087,0.0,0.05633660865707087,0.1490451120959828,0.6125876292905426,0.1490451120959828,0.2781255103167359,0.24175361553489477,0.1490451120959828,0.14124117896365693,0.5042712595869788,0.23394968240256883,0.6489595240723836,2.3220694335833767,0.37083401375564784,0.37083401375564784,0.1490451120959828,6.396886737284927,0.4557385840622339,6.992128491519861,0.6489595240723836,,28.15511949406017,0.04545875862622109,31.493535379950167,4.2576969871464945,5.968887868170133,7.619635119880049,1.9348282389211373,0.9392458151320329,1.5362255781579295,0.5198791258516359,1.7346026804206187,1.052718347088135,0.2980902241919687,0.09270850343891289,0.29028629105964265,0.0,0.23394968240257127,0.0,0.0,0.0,0.14904511209598434,0.0,0.08490457030658691,0.0,0.05633660865707144,0.0,,58.26257613287107,0.4155293849702533,5.807103555582963,2.2302706922332955,4.597315268372794,0.0,20.50074004074254,52.199254623850486,91.69705022907051,1.475532121890265,1.0890902418699655,95.17998606787852,8.46065599491977,20.36906445496847,93.22072582002467,0.27032157718440997,8.355897158184824,88.60954069417801,21.49267813538244,14.06836223870436,13.744982826817415,10.262846302651528,46.30054703929722,43.501180959286216,18.23764970590211,16.0695895838337,24.290671761797032,75.48776023143617,34.447570706610676,2.7934158839102623,,814.7598039165806,0.6489712196003459,0.314189501358659
7,1.3579597653510285,0.7653995826192094,0.9423130000052038,0.21651260800366282,0.19305610510846466,0.2384754544137262,0.5292037250013777,0.1839430414439066,0.090838698610523,0.4444039238947443,0.2907282705876514,0.1710932586984013,0.4383650263908546,0.4095687131121276,0.10221740649794168,0.35811046630297627,0.18247196658582,0.6094582850892559,0.22185241838719177,0.39822915995451613,0.2816152069230934,1.6373093280512612,5.1186005738100935,5.171272410653977,4.268699992407771,3.7187263921737523,2.017111655097561,2.097666483673116,0.25026652822680934,,32.70546944707602,0.053464596058436356,26.11410062592059,6.30129778288036,4.223089542590331,4.309220220036758,0.6252849519806757,0.5973485278202193,1.5314899574891583,1.0821183457696626,0.519209961533281,0.6036504273504402,0.06891615363765302,0.06891615363765302,0.6041857489549057,0.624911558679492,0.3974372880419466,0.17576396427744778,0.0,0.0,0.13783230727530604,0.13783230727530604,0.06891615363765302,0.0,0.06891615363765302,0.0,,48.26043813242649,0.317077847431305,15.89645817288414,4.721992998006996,2.8454939689367946,0.5557250086418293,21.18998033303748,33.741985572662564,62.630823193472665,5.489435263274108,9.595095933856642,64.78580115025714,1.8214545505935542,20.52450265933911,61.53235491253516,21.655704710237632,4.196605857113627,64.18431471501293,35.6688388274098,5.416029344693802,2.8194884713170154,41.32492512185578,60.39341641014384,26.276912668919717,4.708986289566201,58.23247802148198,28.456742326956096,71.22566494899992,12.902729915606464,0.7773044947343853,,743.5712458415474,0.5058476729641287,0.2493865119887223
8,3.1589097500752206,1.7917539296269325,1.898034578346296,0.2788793579940041,0.23377350486670445,0.37017511024075495,1.3396113523617854,1.0320937681159719,0.8878839089485611,0.09021170625459918,0.22552926563649792,0.9241706770895827,1.3134899706524457,0.7325211151032262,0.42177224446588063,1.8777191161533566,1.087960705015948,1.9301509202260543,1.4960814751459472,0.6870001281240036,0.22661331162864962,3.3730531543304125,9.7207944232985,6.966612933829104,7.14309884678042,3.117541293018066,6.7257136777421715,8.6483317100296,0.22661331162864962,,67.92609524672935,0.11543139143118095,26.61482886126339,2.6483761685036087,2.810785127110772,4.0406678475800355,0.727035891993684,0.38095401707757526,1.8078564364581364,1.0508581496980678,1.0284070903884157,1.428858044050525,0.05148313338016749,0.05027485872557576,0.26102600683519706,0.05148313338016749,0.10175799210574324,0.05148313338016749,0.10054971745115152,0.05027485872557576,0.10175799210574324,0.0,0.05027485872557576,0.0,0.0,0.0,,43.408993318939274,0.2693248369097602,14.501067107489881,6.885518792976256,0.6401543117194345,0.0461898991194532,16.077753538737767,2.0625104159210803,47.491258646267056,9.727878056119335,0.378149121741474,71.09249730364814,8.348138620896181,2.1029560942808683,58.16739741472604,10.650601872062518,1.04814128307742,68.20548550676713,11.046164787527056,3.522366821682802,1.8277930441309418,8.481379486653461,15.607800090660225,15.321475629269358,2.812485114166515,20.595270529436444,11.70565759325832,74.92609441717995,7.539001578347744,1.1552928794461195,,491.96647995730893,0.0,0.15390249133637646
9,29.112691755918163,15.387105484034047,17.562830566797054,12.444632297089829,14.134557024095907,12.527111002889644,7.817169296857827,12.085962968156782,14.930998672391867,17.300205104745515,13.397700329529016,29.237297203370005,8.578144663373047,13.65950992321095,7.644471361889909,18.54589534712262,12.044659172371695,12.618164852211514,11.698358531186246,6.220422263271274,1.2352021142629348,30.520466246990573,53.58692487190459,54.33156789520475,51.00677527801245,37.27197149666964,36.88698704934158,16.227707355875683,2.680835030886008,,570.6963251596611,1.0,43.916866869908716,12.35664614454813,9.525248817613983,13.389662795390514,2.5802185889274747,0.6193463611516211,8.71020946941581,7.468330903863918,4.581040240855313,6.0977830130776605,0.5105146906807189,0.13145609421882315,0.23671585355256256,0.19070993002524964,0.42260547277915095,0.017916846114765014,0.012003994515769627,0.0,0.1402382279104696,0.12619368920419566,0.16236606337016432,0.14238218438050151,0.03964407632028519,0.0,,111.3781003278258,0.9383481087219224,26.955949702102544,19.10312026714435,4.02183545896427,3.211667587874018,42.1361815265045,68.84414191924245,92.15657841473266,5.964370369617927,7.377199353767974,96.31919317408413,3.5678227667384648,48.50238420345458,81.89224574684191,19.07139541092644,10.477652403651811,96.03604916297553,32.18122780070819,17.780486743593315,17.07896119103864,18.65250966882416,42.68717378590724,49.79650102206514,19.6067046866862,23.180462004441033,17.760265848825455,68.76208446418572,47.7695927847213,8.465078589484252,,989.3588360591043,1.0,0.9753392434887691
10,0.8853382947755681,0.33954678969416163,0.5953539144792936,0.05903914476483111,0.05903914476483111,0.0525613476227375,0.05903914476483111,0.2345914183486827,0.0,0.11160049238756861,0.0,0.17063963715239971,0.11160049238756861,0.3835493180682081,0.227946297306593,0.08009348209179047,0.13913262685662156,0.196606610910811,0.2572109163862838,0.196606610910811,0.3099336331185112,1.0493328108858782,0.11702590119566235,0.0,0.11807828952966222,0.0,0.05903914476483111,0.359060587064686,0.1819431527701927,,6.353909203003017,0.007101940531370281,23.293058067952263,0.9996657363813224,1.2965233750398626,2.132871989630544,0.5191925968384746,0.38471931410580223,0.5592820117613309,0.15962509818046555,0.5044381377411514,0.0,0.11577274864045725,0.11577274864045725,0.0,0.0,0.26894656546534496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,30.349868390377477,0.14078322629881176,6.35143569627537,3.0801612032428376,0.43924098711222886,2.2469984439224877,25.49629378484565,3.1998471951241685,40.26498287097377,1.5671674811188907,14.277217717303792,42.05653302025779,0.1971193832874528,19.37874044862809,20.5010253447224,28.411668173483466,21.966533970934584,33.79394190320602,33.21452638989296,8.1534428419267,4.051247595298644,24.860682240740203,38.43700117714344,40.14893130002448,6.110551814633506,23.921683192066556,17.49703473386726,76.35122734288825,15.768555638945037,0.5904434214726559,,552.3342353133387,0.1213684822765451,0.08342776318738185
